amount,ip_distance,device_type_id,time_of_day,tx_frequency,merchant_risk,account_age,location_deviation
18.17,4.29,3,12.46,2,0.04,640.21,2.06
188.32,5.16,2,11.81,2,0.19,69.06,73.69
63.56,6.89,1,15.91,0,0.32,781.11,0.56
17.41,4.45,1,12.57,2,0.22,3650.0,12.76
35.9,7.67,1,15.29,1,0.23,1632.52,6.77
54.34,2.08,1,13.97,0,0.15,812.58,9.42
179.55,0.23,2,12.94,2,0.18,3012.99,2.86
21.78,5.9,1,15.16,3,0.0,1620.55,7.11
103.96,3.61,2,14.06,0,0.18,593.42,3.56
142.83,50.23,1,16.99,1,0.4,635.28,2.28
31.2,14.46,1,12.53,1,0.12,2619.24,0.86
40.6,3.36,2,11.35,0,0.14,46.28,2.28
22.98,9.53,1,13.97,1,0.1,398.05,2.06
42.92,15.51,2,14.95,6,0.18,577.75,3.08
48.65,8.57,2,13.62,0,0.11,225.24,4.13
82.0,463.96,2,17.6,2,0.29,195.48,20.75
113.26,11.38,1,16.43,1,0.28,696.15,1.53
28.53,9.41,3,12.95,2,0.27,882.34,1.3
11.43,14.89,2,14.13,1,0.19,614.7,16.97
49.21,10.33,1,10.39,2,0.07,522.43,3.73
62.31,6.82,1,16.1,1,0.22,1223.41,0.98
60.29,5.63,1,12.64,1,0.27,1351.05,7.19
39.14,10.59,1,14.4,1,0.03,191.18,1.19
54.9,13.25,3,13.49,5,0.05,67.08,1.43
155.81,17.48,1,11.02,1,0.43,67.13,4.17
66.57,13.91,2,15.67,4,0.3,1327.48,0.24
37.79,9.07,1,11.88,1,0.19,15.85,3.06
34.36,6.6,1,12.96,0,0.31,3650.0,1.35
44.02,14.4,3,15.71,0,0.38,1224.27,14.67
170.64,6.44,1,12.06,0,0.05,908.8,2.0
43.58,0.36,1,16.98,1,0.29,32.47,19.37
49.26,250.85,3,12.03,2,0.47,32.4,18.93
34.82,5.27,3,11.66,1,0.22,609.78,4.99
114.01,1.18,2,14.09,2,0.01,483.65,0.59
217.44,9.32,2,17.27,2,0.26,341.7,86.31
70.1,62.51,2,13.99,3,0.4,138.43,0.54
53.2,128.38,1,15.96,1,0.03,318.19,3.33
51.4,0.65,2,11.32,0,0.41,1007.47,0.65
8.36,5.47,3,13.27,1,0.14,508.13,1.03
87.43,49.25,1,13.39,2,0.12,374.15,7.25
55.29,9.92,1,11.48,2,0.09,2586.86,6.55
68.94,17.18,1,10.82,1,0.03,403.49,4.9
29.32,11.15,2,13.52,1,0.11,2416.07,0.65
37.48,2.71,1,17.16,2,0.24,84.42,0.97
36.74,17.02,2,14.44,1,0.22,1750.84,15.68
107.58,4.1,1,12.63,3,0.28,716.68,5.84
37.64,4.74,2,9.93,2,0.13,712.32,0.74
238.42,498.88,1,13.26,2,0.57,907.74,3.81
69.07,9.23,1,13.12,0,0.25,1088.95,4.53
19.21,21.75,2,14.77,2,0.06,1705.04,16.2
45.4,3.65,1,13.49,0,0.12,55.21,1.9
30.67,2.91,1,15.26,1,0.08,375.4,0.41
9.64,3.47,1,15.54,0,0.26,622.24,0.29
165.94,0.14,1,13.86,3,0.1,3341.67,5.83
84.72,1.7,1,13.89,1,0.36,63.13,41.5
74.58,1.85,3,14.07,4,0.31,502.43,3.04
56.6,0.26,2,10.51,1,0.11,1525.83,4.59
17.73,9.6,2,15.44,1,0.15,2665.68,3.0
34.79,5.37,1,17.39,2,0.17,1639.09,0.35
94.01,0.78,1,14.12,1,0.15,3650.0,1.28
22.73,10.06,1,12.43,3,0.31,749.14,1.79
7.49,7.6,2,13.99,3,0.11,1302.82,1.35
42.17,2.04,1,13.13,1,0.19,2130.61,12.67
44.96,0.8,2,14.05,3,0.35,535.0,4.42
55.35,0.39,1,13.38,1,0.27,84.57,0.59
86.35,27.2,1,9.69,2,0.02,56.9,0.53
80.66,0.19,1,14.19,1,0.16,2555.74,0.66
60.71,27.34,2,18.45,3,0.05,10.0,3.82
122.57,10.34,1,11.33,1,0.21,381.46,0.76
16.0,14.0,1,16.19,1,0.33,1901.06,29.39
73.0,5.39,3,14.8,0,0.19,506.62,5.69
79.99,13.01,2,12.16,1,0.08,219.25,2.63
19.73,4.43,1,11.31,0,0.08,139.97,5.66
16.2,3.98,1,14.53,3,0.4,35.32,5.52
28.58,9.84,1,14.72,2,0.23,1042.34,60.44
30.44,9.33,1,10.98,1,0.33,393.85,8.61
87.98,33.49,2,15.85,4,0.33,12.05,7.11
31.54,141.72,1,13.01,4,0.14,86.59,4.55
26.31,4.99,2,14.99,1,0.25,1910.29,1.55
31.6,2.84,1,15.41,2,0.15,131.67,70.38
115.7,4.46,1,15.79,1,0.2,688.65,4.16
50.49,15.08,3,12.02,3,0.11,426.06,3.62
43.71,0.42,1,18.02,1,0.2,226.44,3.41
46.04,14.7,2,12.16,3,0.24,133.39,1.4
131.77,2.55,2,15.79,3,0.05,1018.68,0.9
28.51,3.88,1,13.0,3,0.07,2083.16,0.35
134.11,1.93,1,14.1,2,0.07,919.69,5.33
58.55,0.35,1,13.75,3,0.19,471.61,1.2
44.33,6.56,3,14.93,0,0.16,366.05,92.09
326.26,1.24,1,16.1,0,0.13,450.69,1.24
22.65,13.21,1,12.78,1,0.17,456.26,0.15
38.35,1.61,1,12.25,0,0.1,714.56,7.11
19.84,33.67,2,9.87,4,0.1,458.54,49.95
102.14,3.54,1,14.36,1,0.06,882.85,3.63
177.49,408.73,1,13.66,0,0.17,110.33,0.51
174.94,14.09,3,14.22,0,0.28,321.62,9.03
125.21,10.26,1,13.8,2,0.63,1278.85,6.8
43.11,3.6,1,15.52,1,0.1,1419.09,5.49
38.02,31.16,2,12.99,0,0.29,1127.22,3.77
14.28,13.44,2,14.7,3,0.25,417.0,4.87
230.2,16.46,1,13.94,0,0.19,590.99,11.58
71.08,4.85,1,12.08,2,0.19,201.07,2.63
34.57,1.85,1,12.63,2,0.11,3385.53,0.05
135.38,1.2,1,15.84,1,0.17,2041.13,0.79
24.11,6.32,2,15.65,0,0.07,2842.31,1.55
67.83,6.4,1,15.48,2,0.14,842.83,0.83
43.93,0.58,2,13.66,1,0.05,626.82,27.65
80.72,2.81,1,9.51,0,0.38,2031.49,0.01
47.67,0.98,2,10.67,3,0.19,524.76,2.42
16.84,4.32,1,13.47,1,0.07,312.22,0.87
52.92,16.86,3,10.96,1,0.39,698.05,8.47
109.8,1.65,1,16.29,0,0.11,185.87,2.18
48.92,21.44,2,12.38,3,0.32,1465.84,2.63
89.42,0.7,1,13.45,2,0.21,582.4,5.06
22.83,0.72,1,17.47,1,0.15,1063.96,2.56
49.02,2.07,2,16.06,1,0.49,877.19,7.71
31.3,21.37,1,14.69,1,0.28,879.4,7.98
87.55,20.53,1,14.44,2,0.15,2674.18,6.45
51.19,4.04,2,12.49,1,0.24,57.45,0.26
83.9,3.36,2,15.52,2,0.14,951.1,0.37
113.05,456.86,1,14.43,0,0.17,304.45,2.6
83.99,3.65,1,13.73,2,0.14,133.21,1.31
61.37,395.97,1,15.28,0,0.32,56.25,1.16
23.65,20.59,3,15.32,1,0.21,1772.39,6.5
49.9,3.43,1,12.06,1,0.32,508.83,0.4
33.52,6.65,2,15.83,0,0.08,1200.3,34.2
38.63,9.56,1,13.83,2,0.19,2691.05,0.91
37.76,2.1,1,14.17,1,0.27,1929.17,12.74
23.98,11.92,1,11.37,3,0.39,277.31,0.37
11.52,1.61,2,11.43,0,0.07,1008.74,0.43
30.29,37.25,1,11.09,2,0.5,353.91,3.09
57.8,1.75,1,18.79,1,0.06,50.27,12.93
18.19,7.19,1,18.54,0,0.21,2385.59,3.58
50.59,1.25,1,10.6,1,0.09,1220.22,4.09
207.93,8.16,1,10.97,1,0.07,1802.19,7.96
107.7,14.85,1,12.98,0,0.45,318.81,2.5
171.52,18.97,2,16.21,3,0.28,327.11,0.86
67.05,13.66,1,15.25,1,0.24,228.72,0.72
120.02,18.19,1,18.33,2,0.32,335.29,3.2
29.05,10.49,3,13.39,1,0.19,112.04,6.39
30.84,7.5,1,12.61,2,0.31,1318.6,4.96
6.41,2.11,3,14.11,1,0.19,3538.11,9.76
121.71,14.31,1,13.65,1,0.21,2387.26,23.82
158.74,0.67,1,13.95,2,0.31,158.74,31.9
33.02,21.94,1,14.21,1,0.26,236.99,0.15
41.33,19.06,1,18.24,2,0.11,446.99,4.12
28.41,26.21,1,14.24,0,0.26,222.64,65.57
66.62,1.4,1,11.87,1,0.03,1160.12,5.49
116.25,10.34,2,13.42,0,0.08,1375.04,22.99
13.53,51.16,1,15.45,0,0.25,1412.12,3.1
67.97,7.38,1,15.2,0,0.07,875.95,9.51
40.63,3.2,1,15.09,3,0.25,292.67,1.84
54.44,16.47,2,10.6,1,0.19,128.79,6.73
70.55,2.03,1,10.88,0,0.42,669.47,3.98
43.42,13.99,1,13.74,2,0.07,2198.4,4.99
46.26,482.03,2,14.89,1,0.11,320.83,3.17
42.59,439.25,3,12.34,1,0.23,395.03,0.68
103.52,2.25,1,16.99,1,0.28,1264.33,2.76
68.45,13.25,3,15.08,1,0.28,419.38,4.17
59.0,8.42,1,12.96,1,0.15,2056.7,2.08
19.28,2.03,3,19.56,2,0.14,2006.86,3.84
37.64,8.57,2,13.07,2,0.34,2300.93,5.83
98.1,6.95,2,13.26,3,0.1,1470.24,5.9
51.43,3.7,2,13.17,1,0.14,60.88,0.66
82.0,483.02,1,14.08,3,0.1,756.4,5.3
188.09,6.34,1,11.85,1,0.0,646.71,90.79
108.96,5.13,1,15.47,2,0.12,619.83,1.84
53.62,0.29,1,15.75,3,0.23,1064.31,2.37
34.08,0.44,1,15.33,1,0.08,1394.13,18.13
7.37,3.03,3,13.09,0,0.08,779.52,0.91
44.07,3.35,1,13.1,3,0.24,1402.36,2.04
39.15,9.58,1,15.23,1,0.13,278.31,0.88
67.01,2.38,1,14.43,3,0.17,1023.22,3.06
44.55,10.78,2,12.4,3,0.12,945.9,4.2
39.32,3.24,1,9.95,2,0.2,407.44,5.0
13.16,23.58,1,13.21,2,0.09,701.03,6.46
24.71,6.66,2,15.04,2,0.42,3650.0,0.52
71.49,5.76,2,14.99,2,0.14,1203.08,0.54
181.08,16.7,2,10.97,2,0.01,588.12,2.48
46.47,397.21,2,15.67,1,0.25,1230.8,1.25
63.94,5.1,1,17.7,1,0.19,482.84,6.05
102.14,0.79,2,13.3,2,0.2,381.84,0.84
27.22,2.18,1,13.59,1,0.07,697.7,0.82
65.83,3.73,1,12.95,2,0.06,595.74,0.68
28.69,9.88,1,13.29,0,0.17,3004.19,12.53
95.64,2.18,1,16.42,0,0.06,3650.0,1.11
56.01,4.45,1,12.43,3,0.24,391.58,1.2
62.54,2.12,1,14.48,2,0.05,68.94,40.15
27.8,7.57,1,13.45,0,0.23,225.56,2.32
84.97,9.09,1,14.38,2,0.18,2613.4,2.55
238.78,9.47,2,13.43,0,0.11,164.35,2.38
23.48,25.19,1,15.64,0,0.27,961.66,26.66
38.75,0.63,3,16.08,1,0.09,39.87,2.16
59.49,2.87,1,14.75,0,0.24,707.18,1.59
90.18,0.91,2,13.57,1,0.58,522.46,28.62
32.86,4.84,2,15.57,0,0.31,1239.87,2.83
5.97,5.91,3,12.5,3,0.29,715.75,18.41
138.58,10.56,1,14.86,0,0.17,663.76,0.29
88.45,10.37,1,12.97,2,0.14,979.65,5.54
13.53,5.22,1,14.43,1,0.45,1207.84,11.4
31.7,8.21,1,12.08,3,0.34,1043.19,3.0
162.09,19.01,1,16.37,4,0.22,2150.2,0.05
148.1,92.37,2,11.49,4,0.05,121.38,2.63
101.09,8.66,1,13.74,2,0.19,3171.63,7.42
43.81,3.14,1,11.05,1,0.38,1131.43,4.84
53.21,6.18,1,16.33,1,0.13,220.38,3.97
45.32,0.17,1,17.11,2,0.18,533.49,2.96
116.54,2.06,3,11.62,5,0.03,369.7,1.27
25.92,3.85,2,14.65,1,0.04,1261.99,2.21
27.32,9.34,1,13.41,2,0.23,3650.0,1.8
106.67,214.18,1,15.02,1,0.05,2028.17,5.27
48.36,12.45,3,17.15,2,0.09,1980.39,12.16
140.59,7.89,1,14.77,1,0.04,531.03,7.16
30.22,7.73,2,12.47,1,0.11,572.54,3.2
47.99,2.23,3,12.62,2,0.16,227.68,8.64
25.03,7.35,1,13.29,2,0.24,464.48,5.07
50.28,20.3,1,12.54,0,0.2,991.41,9.26
16.5,8.28,1,15.52,0,0.55,1844.2,2.9
34.68,5.29,3,15.69,0,0.16,60.6,23.37
17.03,5.44,1,16.52,1,0.3,2922.17,23.2
84.14,1.86,1,13.15,1,0.08,278.1,33.86
85.58,25.29,2,16.31,2,0.23,223.44,61.13
13.66,1.23,2,17.37,0,0.33,507.37,31.11
135.97,1.6,1,11.35,1,0.32,1013.81,32.61
325.41,9.12,1,13.03,0,0.24,842.07,13.68
51.76,10.83,1,13.78,0,0.17,290.8,0.04
30.91,417.09,1,15.64,5,0.12,3179.2,0.81
415.83,0.55,1,16.68,1,0.39,911.06,3.1
18.59,1.08,2,10.54,2,0.07,1724.03,2.78
50.76,7.73,1,12.66,5,0.08,2464.03,3.07
57.21,20.53,1,16.29,2,0.06,511.19,11.8
137.12,1.25,1,12.3,4,0.08,263.03,2.3
65.49,8.74,1,15.6,2,0.16,1021.75,0.87
34.4,0.21,2,15.15,0,0.34,410.31,6.34
24.5,14.78,2,15.55,1,0.26,485.25,2.58
38.69,21.19,2,15.58,0,0.1,147.94,0.47
23.5,6.85,2,13.15,3,0.21,1714.83,3.72
51.83,33.25,2,13.47,1,0.18,1514.7,0.68
32.75,10.06,1,13.31,3,0.15,1015.17,10.17
16.31,1.35,1,14.45,1,0.16,479.12,0.64
128.17,20.66,2,9.74,2,0.14,3495.22,9.26
34.42,2.88,1,14.96,1,0.33,444.73,3.24
19.32,12.07,1,17.44,2,0.32,964.58,19.13
44.07,8.27,1,14.39,1,0.25,161.0,2.97
52.63,54.16,1,13.76,1,0.01,151.64,2.93
13.49,1.4,1,14.15,0,0.32,3110.9,73.86
64.12,0.6,2,15.06,1,0.15,1299.47,6.69
22.8,44.44,1,16.29,1,0.04,26.36,7.15
180.42,8.33,3,13.86,2,0.23,1017.62,1.52
74.07,1.9,1,13.67,0,0.12,48.48,5.74
37.04,6.31,1,11.25,1,0.21,1363.97,2.7
28.59,38.98,1,14.09,3,0.2,56.5,3.86
46.21,3.69,1,11.6,0,0.07,458.86,0.41
79.17,2.36,2,12.91,1,0.42,473.74,6.97
49.05,3.35,1,15.76,1,0.21,896.05,2.97
42.49,11.2,1,16.04,1,0.28,238.79,7.52
52.24,2.29,1,14.93,3,0.08,1180.5,3.74
31.79,4.08,1,16.43,0,0.06,767.38,0.35
38.65,0.84,1,10.7,3,0.11,408.21,7.69
10.46,27.11,1,17.26,0,0.2,1484.65,8.57
103.78,9.21,1,12.3,2,0.33,924.5,5.05
62.56,12.9,2,14.6,1,0.12,2282.36,3.26
27.99,9.84,2,12.67,2,0.2,733.41,0.85
207.7,21.54,1,14.62,1,0.08,380.84,1.13
53.37,22.07,1,14.04,2,0.09,10.0,1.95
22.99,0.4,2,16.28,0,0.43,845.75,0.12
95.07,4.28,2,18.93,3,0.23,2328.21,6.47
67.39,0.8,1,15.76,2,0.03,139.59,4.47
67.22,21.42,1,13.76,1,0.29,3650.0,6.88
36.33,34.19,1,17.07,3,0.12,1030.37,0.55
70.1,5.78,1,10.61,1,0.1,282.0,5.52
41.09,2.06,1,12.84,0,0.09,2924.22,0.71
75.87,1.89,1,13.54,3,0.11,3650.0,3.15
11.98,0.65,2,13.45,2,0.12,30.78,3.03
36.11,18.74,1,12.52,1,0.15,3082.68,0.21
181.93,0.37,1,15.39,2,0.18,305.34,1.47
28.13,27.24,2,14.0,1,0.22,1331.07,5.69
31.79,11.16,2,13.73,1,0.33,329.89,32.52
35.73,10.17,1,16.82,0,0.41,606.98,2.11
20.1,39.54,1,13.11,2,0.11,314.3,0.04
9.54,9.89,1,16.06,4,0.39,1274.65,2.86
42.06,0.68,1,13.45,2,0.31,1627.05,8.3
55.36,0.48,1,13.5,2,0.26,1314.86,6.71
48.07,1.73,1,12.48,1,0.18,3197.51,8.55
44.85,8.72,1,11.09,1,0.44,154.58,7.04
51.64,1.56,2,12.68,2,0.12,862.73,0.33
107.68,19.45,1,10.45,2,0.15,2913.34,1.35
43.34,23.62,1,14.51,2,0.35,623.11,2.98
32.51,9.05,1,13.37,0,0.13,2192.16,1.52
40.5,10.54,2,16.17,3,0.13,10.6,5.68
77.21,159.43,2,12.55,1,0.19,2903.09,4.38
144.18,4.5,2,13.48,4,0.52,51.92,10.77
31.22,12.81,3,16.44,2,0.08,60.62,4.19
53.85,0.72,1,15.78,1,0.12,447.59,9.0
64.44,10.49,1,14.27,2,0.14,1813.01,91.66
23.75,1.68,1,11.93,1,0.36,90.44,7.71
50.77,10.9,1,15.17,0,0.21,2642.42,9.73
16.66,1.57,1,13.42,2,0.29,252.21,1.92
13.27,21.3,1,12.96,0,0.24,50.66,1.53
65.83,12.65,1,16.66,2,0.43,829.36,1.2
37.49,1.51,1,16.93,2,0.26,1767.72,17.4
58.19,4.8,3,12.23,3,0.24,3587.72,3.16
49.33,12.68,1,17.43,0,0.21,270.48,3.11
24.04,1.02,1,13.82,1,0.19,1887.96,2.52
48.33,3.66,1,15.57,1,0.25,152.91,17.49
19.83,11.86,2,17.66,2,0.26,1381.44,0.36
141.92,15.73,2,13.67,1,0.08,33.13,5.26
18.08,2.58,1,14.52,1,0.36,491.14,5.83
43.17,20.81,1,15.45,2,0.16,1668.34,1.16
22.88,3.42,2,17.16,0,0.35,137.79,1.48
76.7,11.53,1,14.04,0,0.11,918.65,1.88
39.0,422.14,3,15.62,3,0.17,1769.62,0.91
33.89,2.57,1,12.45,0,0.43,232.15,2.41
94.81,2.92,1,11.04,2,0.06,1621.97,2.02
51.12,7.65,2,12.64,0,0.39,365.65,2.16
73.66,199.72,1,12.64,3,0.21,514.42,30.56
23.95,15.18,1,15.95,3,0.26,1390.86,3.79
17.43,30.05,1,13.85,1,0.03,1732.79,0.37
54.19,376.93,2,12.78,2,0.09,360.02,3.33
39.37,3.77,1,12.23,0,0.27,248.95,6.86
79.99,0.8,1,13.16,1,0.04,819.21,1.6
47.09,8.85,1,15.83,0,0.12,858.12,4.72
58.31,4.65,2,12.22,4,0.15,92.38,2.52
14.8,5.5,1,13.75,1,0.43,838.02,9.29
206.1,24.79,1,13.24,2,0.17,1011.07,14.65
44.21,62.26,1,14.71,0,0.11,103.5,2.42
84.37,0.92,2,17.68,1,0.17,1695.48,2.27
26.71,9.51,2,12.7,0,0.34,695.32,8.08
62.99,41.1,1,14.63,1,0.12,918.83,0.55
18.82,9.34,2,13.97,1,0.32,731.49,5.12
70.18,5.27,1,13.07,0,0.02,657.99,8.45
38.28,13.42,1,14.1,1,0.04,355.0,1.07
51.11,343.91,2,17.64,4,0.03,455.42,9.28
84.39,148.99,1,13.86,0,0.3,1243.67,13.17
19.84,6.31,2,13.86,1,0.15,998.38,7.38
29.92,1.49,3,13.24,1,0.15,932.96,7.23
70.46,284.22,1,14.83,2,0.49,1625.99,1.99
241.22,7.96,1,12.0,4,0.17,770.87,0.98
45.08,0.6,2,14.24,1,0.3,358.63,4.37
77.9,2.2,1,14.89,0,0.04,901.44,8.22
46.15,7.19,1,12.3,0,0.16,1507.78,9.95
214.59,31.12,1,17.2,0,0.29,2138.19,11.25
13.49,15.83,1,17.12,0,0.09,680.16,92.28
53.68,5.73,2,18.5,2,0.18,442.34,1.57
14.77,1.12,1,15.14,0,0.51,1893.57,1.55
7.63,21.99,2,14.83,3,0.07,548.62,13.96
62.5,209.86,2,13.84,0,0.12,3341.66,7.51
55.51,18.84,1,14.14,0,0.15,565.54,0.25
40.38,7.42,1,15.85,1,0.25,3650.0,25.93
46.17,26.7,2,14.03,1,0.36,103.43,0.76
510.68,485.78,2,13.7,0,0.2,423.09,8.69
41.2,8.87,1,15.12,1,0.21,325.29,1.81
73.3,0.35,1,12.75,3,0.09,3650.0,66.64
30.72,18.29,1,17.16,0,0.07,1956.61,7.34
62.39,0.4,1,14.02,1,0.23,1340.25,76.23
41.82,17.93,1,15.53,0,0.18,2497.2,3.99
36.75,12.88,2,12.4,0,0.04,2472.75,6.56
195.62,4.51,1,13.91,1,0.07,221.38,3.2
120.89,0.94,3,13.21,4,0.07,417.41,29.31
55.4,2.09,2,13.3,3,0.22,49.42,1.25
8.88,5.19,1,11.73,0,0.21,368.95,7.36
38.14,12.0,1,16.11,1,0.46,1250.86,10.6
379.67,11.21,2,14.97,4,0.08,1248.24,4.44
42.06,122.55,2,11.16,1,0.19,588.34,0.65
114.37,8.35,3,13.58,2,0.25,184.82,4.52
147.45,7.62,1,13.56,2,0.21,46.41,9.45
58.92,7.5,1,14.8,1,0.32,286.39,0.69
26.59,237.62,3,13.71,0,0.08,86.61,5.37
8.05,1.12,1,16.17,3,0.19,3650.0,5.36
83.52,403.62,2,15.93,1,0.24,158.44,4.32
27.14,2.18,1,18.41,1,0.07,1671.87,68.07
57.06,6.36,2,9.55,1,0.05,466.25,7.85
19.58,9.24,1,16.73,2,0.23,965.49,1.77
40.98,1.75,2,15.59,1,0.09,771.26,2.56
51.28,9.31,1,13.65,1,0.45,57.84,10.56
61.16,37.23,3,13.49,1,0.17,2371.64,5.61
21.67,9.53,1,13.82,1,0.1,2306.42,0.66
122.7,4.46,1,14.5,1,0.27,353.88,0.93
31.96,1.89,1,12.92,2,0.07,143.22,1.19
14.24,25.3,2,10.79,2,0.21,107.02,2.05
46.07,2.26,1,12.96,1,0.24,1862.12,3.48
51.31,3.46,1,13.47,2,0.03,875.98,1.28
56.4,9.38,1,15.14,1,0.18,469.12,13.81
138.88,12.61,1,11.62,1,0.02,416.83,1.59
41.87,9.97,1,15.29,2,0.33,790.51,5.89
45.71,311.63,1,11.59,3,0.09,317.45,36.58
21.86,0.39,2,14.79,0,0.08,19.79,4.09
92.52,44.29,1,15.1,2,0.13,536.2,5.52
57.41,2.94,2,13.74,5,0.17,2088.08,1.06
36.49,15.16,2,14.09,0,0.13,1624.65,1.92
11.98,25.91,3,15.39,1,0.18,2425.82,3.53
147.72,5.97,2,12.84,1,0.22,1091.63,2.39
19.91,2.54,1,14.62,2,0.04,51.1,3.21
32.09,0.51,2,13.3,0,0.25,628.44,0.77
65.42,0.17,1,17.1,1,0.08,21.48,13.65
20.38,12.46,1,15.09,2,0.09,3497.94,3.51
16.31,0.65,2,11.91,1,0.29,1142.98,1.5
10.17,4.38,2,17.64,3,0.13,16.36,8.59
85.86,30.82,1,16.0,0,0.33,3282.47,1.52
33.22,0.68,1,11.59,2,0.48,466.74,12.31
449.2,2.3,1,10.95,2,0.21,161.4,0.07
23.72,5.77,1,11.54,1,0.13,1302.74,4.97
25.05,16.91,2,12.04,2,0.22,165.79,50.78
32.72,2.64,1,14.3,1,0.23,250.64,2.87
60.0,1.11,1,14.16,1,0.29,91.54,6.64
35.14,22.5,1,15.47,3,0.16,1209.99,10.17
79.14,4.5,2,13.38,1,0.37,238.63,6.79
24.0,0.94,2,13.48,1,0.4,1691.62,10.1
17.74,21.63,2,14.23,2,0.13,967.78,6.32
12.98,1.44,1,16.25,2,0.1,493.42,1.5
9.43,12.18,2,10.21,0,0.19,3577.27,7.91
33.9,19.8,1,13.49,0,0.28,219.84,7.59
39.9,6.58,2,16.64,1,0.06,1433.96,10.98
31.14,4.86,1,14.14,4,0.19,166.27,6.4
127.05,8.74,1,13.41,2,0.19,252.27,1.94
125.59,6.71,1,12.37,3,0.41,137.26,4.57
38.9,0.59,1,15.81,0,0.21,2743.67,18.21
13.02,6.88,1,13.04,0,0.03,643.67,3.39
32.69,5.54,3,13.02,0,0.09,1817.48,0.23
31.89,313.67,1,16.73,1,0.24,57.85,8.0
30.54,0.07,1,11.91,4,0.34,877.2,11.49
29.63,33.8,1,17.26,0,0.2,598.85,0.58
30.63,8.88,1,14.34,0,0.21,3650.0,7.65
37.42,11.72,2,14.05,0,0.26,1575.28,5.2
31.04,3.16,1,14.57,2,0.06,2626.76,1.25
58.46,305.39,2,14.04,5,0.21,643.23,2.47
65.52,4.65,1,12.94,1,0.23,1664.89,0.39
25.26,3.72,3,14.69,0,0.43,233.08,78.64
129.71,3.3,1,13.02,0,0.12,1209.69,10.7
23.97,7.75,3,14.86,3,0.08,3518.58,10.39
14.86,8.22,1,18.63,1,0.27,943.25,1.87
66.53,0.07,2,15.32,2,0.21,22.38,0.25
27.08,2.43,1,13.62,1,0.11,423.38,2.8
63.62,4.0,1,14.51,4,0.18,906.79,0.95
8.24,3.72,1,13.36,1,0.2,123.25,9.78
142.08,0.45,2,13.63,3,0.37,513.8,4.73
82.78,26.38,1,13.78,0,0.21,599.54,8.07
16.23,2.47,1,14.95,3,0.12,2116.0,1.83
16.49,8.05,2,15.81,0,0.13,844.99,4.38
175.25,4.73,2,18.22,1,0.15,793.22,5.54
28.76,13.97,3,15.3,1,0.59,454.56,9.26
26.75,27.47,1,11.81,2,0.24,484.48,1.43
9.14,8.24,1,11.44,1,0.14,828.66,5.32
38.43,38.69,1,13.87,2,0.15,178.53,0.72
42.15,6.02,2,16.0,2,0.19,632.26,2.65
85.51,12.43,3,13.58,1,0.03,708.04,0.28
17.51,14.47,3,13.62,1,0.08,1160.71,0.24
15.99,10.16,3,15.8,3,0.16,903.47,4.48
70.12,15.47,2,13.95,0,0.18,396.13,23.58
106.39,34.66,3,16.07,0,0.07,756.51,2.55
15.39,3.96,1,10.99,0,0.05,19.73,0.88
112.52,7.28,3,14.95,2,0.42,1162.53,1.18
51.43,5.4,2,10.45,2,0.16,264.35,18.69
113.39,0.1,1,14.53,4,0.32,1788.2,5.25
47.43,106.69,1,15.8,2,0.02,1285.16,3.64
7.54,12.36,1,10.74,1,0.1,174.09,5.77
44.61,4.43,2,9.41,0,0.35,388.62,2.22
110.73,0.04,2,15.7,1,0.31,1376.69,1.19
25.58,16.6,1,14.9,1,0.14,1220.29,2.53
37.38,132.41,2,11.8,4,0.2,773.05,5.08
43.81,54.15,1,14.49,1,0.23,349.18,4.82
5.68,20.7,2,12.92,1,0.43,738.96,5.67
175.13,44.68,2,13.64,1,0.15,3650.0,4.18
25.43,45.17,3,13.46,1,0.08,515.93,7.66
73.06,2.92,1,11.34,1,0.12,744.43,0.01
46.85,4.94,3,15.8,1,0.12,1623.53,1.03
128.41,3.9,1,11.88,1,0.1,28.6,15.87
67.8,0.55,1,14.19,3,0.22,2489.3,3.96
41.92,9.03,1,15.3,1,0.18,1882.23,1.01
25.58,0.8,2,12.34,1,0.31,796.28,0.66
90.96,9.21,3,13.45,1,0.38,766.66,1.1
12.27,5.05,1,12.98,0,0.06,2438.66,40.78
81.16,4.64,3,17.45,2,0.12,1221.9,9.3
21.93,1.84,1,15.83,1,0.4,1450.99,4.29
127.9,10.38,1,15.52,2,0.21,260.99,8.02
56.43,25.17,1,18.42,2,0.04,10.0,3.18
81.05,0.31,1,14.7,2,0.19,578.71,2.09
53.17,13.22,3,13.33,1,0.27,114.65,1.77
13.43,7.63,2,11.12,1,0.31,536.45,4.69
26.22,0.51,1,12.6,0,0.17,998.36,2.23
82.79,279.15,2,14.32,0,0.28,929.35,2.38
56.66,9.13,1,15.86,1,0.33,1169.82,0.36
121.24,2.82,1,12.69,2,0.17,152.63,3.75
67.66,31.89,1,17.17,3,0.17,279.18,16.31
24.22,61.59,2,10.92,1,0.15,1193.37,11.55
27.52,4.23,3,13.25,1,0.48,203.38,6.7
54.01,3.68,1,14.81,0,0.14,242.79,0.08
8.82,6.57,1,14.26,0,0.06,1123.78,0.29
175.41,18.35,1,14.95,2,0.26,1298.96,7.91
69.64,24.21,1,14.26,0,0.09,345.24,1.54
125.5,3.16,2,15.3,1,0.11,2054.29,1.66
